調達機関名,課所名,調達案件名称,入札方式,開札日,年度,設計額,予定価格,調査基準価格,落札金額,落札業者名,参加業者数,分野分類,不調,落札率,調査価格率
加須市,加須市 総合政策部 管理契約課,令和6年度 河川等水質検査業務委託,指名競争入札,2024-07-12,2024,1395000,1395000,,1360000,埼玉ゴム工業株式会社 本店,5,河川・砂防,false,0.975,
加須市,加須市 総合政策部 管理契約課,令和6年度 高台排水路改修事業に伴う調査測量設計委託（国補）（県補）,指名競争入札,2024-07-12,2024,13588000,13588000,10675000,13120000,サンセイプラン株式会社 本店,8,測量,false,0.966,0.786
加須市,加須市 総合政策部 管理契約課,令和6年度 市道騎3754号線側溝整備事業設計委託,指名競争入札,2024-07-12,2024,1320000,1320000,1059000,1220000,サンセイプラン株式会社 本店,5,道路,false,0.924,0.802
加須市,加須市 総合政策部 管理契約課,令和6年度 加須市橋りょう長寿命化修繕計画更新業務委託,指名競争入札,2024-06-27,2024,9953000,9953000,7920000,9500000,開発虎ノ門コンサルタント株式会社 埼玉事務所,8,橋梁,false,0.954,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 諏訪二丁目ほか地内石綿セメント管布設替工事実施設計委託,指名競争入札,2024-06-27,2024,4590000,4590000,3652000,4400000,有限会社共同企画 本店,7,上水道,false,0.959,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 市道241号線舗装修繕実施設計業務委託【R5.12補】,指名競争入札,2024-06-27,2024,1307000,1307000,1038000,1230000,株式会社坂田測量設計事務所 加須支店,5,道路,false,0.941,0.794
加須市,加須市 総合政策部 管理契約課,令和6年度 市道大4232号線道路改良工事詳細設計業務委託,指名競争入札,2024-06-27,2024,1356000,1356000,1080000,1260000,株式会社坂田測量設計事務所 加須支店,5,道路,false,0.929,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 市道116号線通学路安全対策測量設計業務委託,指名競争入札,2024-06-27,2024,2900000,2900000,2275000,2790000,サンセイプラン株式会社 本店,5,測量,false,0.962,0.784
加須市,加須市 総合政策部 管理契約課,令和6年度 ダイオキシン類環境測定業務委託,指名競争入札,2024-06-13,2024,2843400,2843400,,2790000,一般社団法人埼玉県環境検査研究協会 本店,5,測定・検査・調査,false,0.981,
加須市,加須市 総合政策部 管理契約課,令和6年度 加須市公共下水道事業計画変更図書作成委託,指名競争入札,2024-06-13,2024,15000000,15000000,11940000,14250000,株式会社日本水工コンサルタント 関東支店,8,下水道,false,0.95,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 加須市上水道洗管作業業務委託,指名競争入札,2024-06-13,2024,24360000,24360000,20822000,24000000,オリジナル設計株式会社 埼玉営業所,8,上水道,false,0.985,0.855
加須市,加須市 総合政策部 管理契約課,令和6年度 大越地内石綿セメント管布設替工事実施設計委託,指名競争入札,2024-05-30,2024,1690000,1690000,1345000,1600000,有限会社共同企画 本店,5,上水道,false,0.947,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 上高柳外地内配水管布設工事実施設計委託,指名競争入札,2024-05-30,2024,3120000,3120000,2484000,2970000,サンセイプラン株式会社 本店,5,上水道,false,0.952,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 第14号雨水幹線改修測量設計委託,指名競争入札,2024-05-16,2024,814000,814000,628000,750000,サンセイプラン株式会社 本店,3,測量,false,0.921,0.771
加須市,加須市 総合政策部 管理契約課,令和6年度 下川面用排水路改修測量設計委託,指名競争入札,2024-05-16,2024,1755000,1755000,1363000,1640000,サンセイプラン株式会社 本店,5,測量,false,0.934,0.777
加須市,加須市 総合政策部 管理契約課,令和6年度 下樋遣川外地内石綿セメント管布設替工事実施設計委託,指名競争入札,2024-05-16,2024,2170000,2170000,1728000,2050000,株式会社サギウチコンサルタント 本店,5,上水道,false,0.945,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 町屋新田外地内配水管布設工事実施設計委託,指名競争入札,2024-05-16,2024,2570000,2570000,2045000,2450000,有限会社共同企画 本店,5,上水道,false,0.953,0.796
加須市,加須市 総合政策部 管理契約課,令和6年度 花崎北一丁目外地内軌道下配水管布設工事実施設計委託,指名競争入札,2024-05-16,2024,11750000,11750000,9344000,10900000,株式会社コーセツコンサルタント 関東支店,8,上水道,false,0.928,0.795
加須市,加須市 総合政策部 管理契約課,令和6年度 往還北・住吉用排水路改修事業測量設計委託,指名競争入札,2024-04-25,2024,2303000,2303000,1703000,2180000,有限会社共同企画 本店,5,測量,false,0.947,0.739
加須市,加須市 総合政策部 管理契約課,令和6年度 大利根浄水場監視制御設備等更新工事実施設計委託,指名競争入札,2024-04-25,2024,5000000,5000000,3986000,4800000,新日本設計株式会社 関東事務所,7,上水道,false,0.96,0.797
本庄市,本庄市 企画財政部 財政課,公共下水道汚水管渠詳細設計業務委託（田中処理区公共下水道接続事業関連）,指名競争入札,2026-04-10,2026,12987000,12987000,10432000,10450000,株式会社関東工社 本庄出張所,16,下水道,false,0.805,0.803
本庄市,本庄市 企画財政部 財政課,下真下受水場次亜注入設備更新工事実施設計業務委託,指名競争入札,2026-03-12,2025,8930000,8930000,7174000,8100000,株式会社東朋エンジニアリング さいたま営業所,7,設備設計,false,0.907,0.803
本庄市,本庄市 企画財政部 財政課,第二浄水場管理棟基本設計・詳細設計及び第一着水井実施設計業務委託,指名競争入札,2026-03-12,2025,111940000,111940000,89838000,103000000,日本水工設計株式会社 関東事務所,8,上水道,false,0.92,0.803
本庄市,本庄市 企画財政部 財政課,送水管布設替基本設計及び導入可能性調査業務委託（管路ＤＢ）,指名競争入札,2026-03-12,2025,36970000,36970000,29678000,29682000,日本水工設計株式会社 関東事務所,9,下水道,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,マンホールトイレシステム実施設計業務委託（本庄市立本庄南小学校）,指名競争入札,2025-11-11,2025,7470000,7470000,6002000,7000000,株式会社東洋コンサルタント 埼玉支店,3,下水道,false,0.937,0.803
本庄市,本庄市 企画財政部 財政課,公共下水道小山川左岸第九排水区雨水詳細設計業務委託,指名競争入札,2025-10-14,2025,24397000,24397000,19519000,22000000,株式会社東洋コンサルタント 埼玉支店,14,下水道,false,0.902,0.8
本庄市,本庄市 企画財政部 財政課,橋梁点検業務委託（Ｒ７）,指名競争入札,2025-10-14,2025,53425000,53425000,42972000,42975000,サンコーコンサルタント株式会社 北関東支店,19,橋梁,false,0.804,0.804
本庄市,本庄市 企画財政部 財政課,第一浄水場無停電電源装置ほか更新実施設計業務委託,指名競争入札,2025-10-14,2025,6023000,6023000,4840000,5500000,日本水工設計株式会社 関東事務所,10,上水道,false,0.913,0.804
本庄市,本庄市 企画財政部 財政課,本庄市水道事業応急給水マニュアル策定業務委託,指名競争入札,2025-09-18,2025,14830000,14830000,,13400000,日本水工設計株式会社 関東事務所,12,その他,false,0.904,
本庄市,本庄市 企画財政部 財政課,上水道配水管布設替詳細設計業務委託（銀座工区ほか）,指名競争入札,2025-09-18,2025,63110000,63110000,50654000,58500000,株式会社利根設計事務所 埼玉営業所,9,上水道,false,0.927,0.803
本庄市,本庄市 企画財政部 財政課,本庄市道路標識詳細点検業務委託,指名競争入札,2025-08-29,2025,3820000,3820000,3080000,3081000,株式会社日本インシーク 埼玉支店,4,道路,false,0.807,0.806
本庄市,本庄市 企画財政部 財政課,本庄市街路樹維持管理指針作成業務委託,指名競争入札,2025-08-06,2025,7937000,7937000,6370000,6370000,株式会社千代田コンサルタント 埼玉営業所,5,道路,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,本庄市庁舎東側用地駐車場ほか基本設計業務委託,指名競争入札,2025-08-04,2025,10398000,10398000,8353000,8353000,東日本総合計画株式会社 本店,11,その他,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,第一浄水場配水流量計・圧力計及び高柳配水場流量計更新実施設計業務委託,指名競争入札,2025-08-04,2025,4446000,4446000,3574000,4200000,日本水工設計株式会社 関東事務所,6,上水道,false,0.945,0.804
本庄市,本庄市 企画財政部 財政課,日の出配水モニター更新実施設計業務委託,指名競争入札,2025-08-04,2025,4853000,4853000,3901000,4600000,日本水工設計株式会社 関東事務所,8,設備設計,false,0.948,0.804
本庄市,本庄市 企画財政部 財政課,本庄市共和公民館跡地施設基本計画策定業務委託,指名競争入札,2025-07-31,2025,24121000,24121000,19368000,19368000,八千代エンジニヤリング株式会社 関東センター,12,その他,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,宥勝寺周辺機能補償道路等整備検討業務委託,指名競争入札,2025-07-22,2025,10964000,10964000,8850000,9750000,株式会社国際開発コンサルタンツ 北関東事務所,12,道路,false,0.889,0.807
本庄市,本庄市 企画財政部 財政課,梅橋ほか橋梁補修設計業務委託,指名競争入札,2025-07-22,2025,10891000,10891000,8742000,8742000,いであ株式会社 北関東営業所,13,橋梁,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,市道第４－２６２号線擁壁修繕詳細設計業務委託,指名競争入札,2025-07-22,2025,2899000,2899000,2331000,2680000,株式会社間正測量設計事務所 本店,8,道路,false,0.924,0.804
本庄市,本庄市 企画財政部 財政課,第二浄水場土木施設等点検業務委託,指名競争入札,2025-07-22,2025,3571000,3571000,2871000,3300000,日本水工設計株式会社 関東事務所,11,上水道,false,0.924,0.804
本庄市,本庄市 企画財政部 財政課,本庄市雨水管理総合計画（雨水管理方針）策定業務委託,指名競争入札,2025-07-01,2025,36047000,36047000,28933000,28933000,株式会社東洋コンサルタント 埼玉支店,19,農業土木,false,0.803,0.803
本庄市,本庄市 企画財政部 財政課,市道第３１５１号線道路概略設計業務委託,指名競争入札,2025-06-24,2025,3059000,3059000,2460000,2900000,井田起業株式会社 本店,5,道路,false,0.948,0.804
本庄市,本庄市 企画財政部 財政課,本庄市街路樹維持管理指針作成業務委託,指名競争入札,2025-06-16,2025,7955000,7955000,6364000,,,5,道路,true,,0.8
本庄市,本庄市 企画財政部 財政課,市道第８２８８号線道路詳細設計業務委託,指名競争入札,2025-06-04,2025,4923000,4923000,3938400,4500000,本庄測量設計株式会社 本店,8,道路,false,0.914,0.8
本庄市,本庄市 企画財政部 財政課,市道第１－１４８号線ほか道路概略設計業務委託,指名競争入札,2025-06-04,2025,2556000,2556000,2044800,2400000,井田起業株式会社 本店,5,道路,false,0.939,0.8
本庄市,本庄市 企画財政部 財政課,本庄総合公園新規整備区域基本設計業務委託,指名競争入札,2025-05-22,2025,26378000,26378000,21102400,21102400,株式会社森緑地設計事務所 埼玉事務所,10,公園・緑地,false,0.8,0.8
本庄市,本庄市 企画財政部 財政課,防火水槽新設工事設計業務委託（下仁手地内）,指名競争入札,2025-05-22,2025,1377000,1377000,1101600,1270000,本庄測量設計株式会社 本店,10,その他,false,0.922,0.8
本庄市,本庄市 企画財政部 財政課,防火水槽新設工事設計業務委託（児玉町上真下地内）,指名競争入札,2025-05-22,2025,1377000,1377000,1101600,1250000,井田起業株式会社 本店,10,その他,false,0.908,0.8
本庄市,本庄市 企画財政部 財政課,児玉地区水路修繕設計業務委託,指名競争入札,2025-03-26,2024,6731000,6731000,5363000,6320000,井田起業株式会社 本店,4,河川・砂防,false,0.939,0.797
本庄市,本庄市 企画財政部 財政課,都島浄水場耐震診断見直し業務委託,指名競争入札,2025-03-26,2024,24090000,24090000,,17800000,日本水工設計株式会社 関東事務所,11,上水道,false,0.739,
本庄市,本庄市 企画財政部 財政課,上水道仮設配水管布設ほか詳細設計業務委託（女堀川河川改修関連・共和橋）,指名競争入札,2025-01-30,2024,5870000,5870000,4679000,5450000,株式会社利根設計事務所 埼玉営業所,10,河川・砂防,false,0.928,0.797
本庄市,本庄市 企画財政部 財政課,市道第130号線舗装修繕調査業務委託,指名競争入札,2024-12-03,2024,2191000,2191000,1708000,1760000,ニチレキ株式会社 埼玉営業所,7,道路,false,0.803,0.78
本庄市,本庄市 企画財政部 財政課,市道第137号線外舗装修繕設計業務委託,指名競争入札,2024-11-12,2024,5657000,5657000,4503000,5300000,井田起業株式会社 本店,8,道路,false,0.937,0.796
本庄市,本庄市 企画財政部 財政課,上水道配水管外布設替詳細設計業務委託（児玉町秋山工区外）,指名競争入札,2024-11-12,2024,36240000,36240000,28839000,32400000,株式会社利根設計事務所 埼玉営業所,10,上水道,false,0.894,0.796
本庄市,本庄市 企画財政部 財政課,本庄駅南口駅前広場改築詳細設計業務委託,指名競争入札,2024-10-24,2024,27326000,27326000,21749000,22000000,株式会社千代田コンサルタント 埼玉営業所,9,公園・緑地,false,0.805,0.796
本庄市,本庄市 企画財政部 財政課,下真下受水場No.5送水ポンプ更新実施設計業務委託,指名競争入札,2024-10-17,2024,4110000,4110000,3277000,3450000,株式会社利根設計事務所 埼玉営業所,14,上水道,false,0.839,0.797
本庄市,本庄市 企画財政部 財政課,水管橋等点検業務委託,指名競争入札,2024-10-11,2024,1110000,1110000,,950000,フジ地中情報株式会社 東京支店,17,橋梁,false,0.856,
本庄市,本庄市 企画財政部 財政課,本庄市農業振興地域整備計画見直し業務委託,指名競争入札,2024-09-03,2024,14807000,14807000,,9800000,株式会社アイコンサルタント 本店,10,農業土木,false,0.662,
本庄市,本庄市 企画財政部 財政課,高柳配水場緊急遮断弁更新工事実施設計業務委託,指名競争入札,2024-08-30,2024,3290000,3290000,2625000,3200000,日本水工設計株式会社 関東事務所,9,上水道,false,0.973,0.798
本庄市,本庄市 企画財政部 財政課,間瀬増圧ポンプ場増圧ユニット更新実施設計業務委託,指名競争入札,2024-08-30,2024,8310000,8310000,6619000,8200000,日本水工設計株式会社 関東事務所,12,下水道,false,0.987,0.797
本庄市,本庄市 企画財政部 財政課,児玉中央監視設備更新詳細設計業務委託,指名競争入札,2024-08-29,2024,13360000,13360000,10639000,13300000,日本水工設計株式会社 関東事務所,13,設備設計,false,0.996,0.796
本庄市,本庄市 企画財政部 財政課,飯倉地区水路護岸築造実施設計業務委託,指名競争入札,2024-08-29,2024,3257000,3257000,2597000,3050000,井田起業株式会社 本店,8,河川・砂防,false,0.936,0.797
本庄市,本庄市 企画財政部 財政課,本庄市児玉文化会館セルディ施設整備水準策定業務,指名競争入札,2024-08-08,2024,7250000,7250000,5787000,5817000,株式会社千代田コンサルタント 埼玉営業所,6,その他,false,0.802,0.798
本庄市,本庄市 企画財政部 財政課,水管橋等点検業務委託,指名競争入札,2024-08-06,2024,1110000,1110000,,,,10,橋梁,true,,
本庄市,本庄市 企画財政部 財政課,児玉駅周辺まちづくり推進拠点検討業務委託,指名競争入札,2024-07-19,2024,3619000,3619000,2881000,3160000,株式会社オオバ 北関東支店,14,都市計画,false,0.873,0.796
本庄市,本庄市 企画財政部 財政課,本庄駅北口周辺まちなか道路空間等利活用検討業務委託,指名競争入札,2024-07-19,2024,6336000,6336000,5042000,5042000,株式会社千代田コンサルタント 埼玉営業所,18,道路,false,0.796,0.796
本庄市,本庄市 企画財政部 財政課,本庄市営住宅長寿命化計画改定業務委託,指名競争入札,2024-07-17,2024,4740000,4740000,3776000,4310000,東日本総合計画株式会社 本店,13,その他,false,0.909,0.797
本庄市,本庄市 企画財政部 財政課,防火水槽新設工事設計業務委託（児玉町小平地内）,指名競争入札,2024-07-17,2024,1321000,1321000,1054000,1190000,本庄測量設計株式会社 本店,10,その他,false,0.901,0.798
本庄市,本庄市 企画財政部 財政課,きたつづけ橋補修設計業務委託,指名競争入札,2024-07-17,2024,5585000,5585000,4445000,4445000,株式会社ジェーエステック 本店,14,橋梁,false,0.796,0.796
本庄市,本庄市 企画財政部 財政課,管路施設耐震詳細診断業務委託（第六号汚水幹線外）,指名競争入札,2024-07-17,2024,9426000,9426000,7506000,7506000,株式会社東洋コンサルタント 埼玉支店,15,下水道,false,0.796,0.796
本庄市,本庄市 企画財政部 財政課,西小平系配水場・ポンプ場土木施設等点検業務委託,指名競争入札,2024-07-11,2024,2873000,2873000,2290000,2750000,日本水工設計株式会社 関東事務所,4,下水道,false,0.957,0.797
本庄市,本庄市 企画財政部 財政課,市道第5-7号線外道路詳細設計業務委託,指名競争入札,2024-07-05,2024,6658000,6658000,5305000,6280000,株式会社間正測量設計事務所 本店,8,道路,false,0.943,0.797
本庄市,本庄市 企画財政部 財政課,宥勝寺周辺土地区画整理事業検討業務委託,指名競争入札,2024-06-27,2024,8686000,8686000,6948800,7980000,株式会社国際開発コンサルタンツ 北関東事務所,11,都市計画,false,0.919,0.8
本庄市,本庄市 企画財政部 財政課,防火水槽新設工事設計業務委託（田中地内）,指名競争入札,2024-06-27,2024,1321000,1321000,1054000,1200000,井田起業株式会社 本店,10,その他,false,0.908,0.798
本庄市,本庄市 企画財政部 財政課,駅前通り線（児玉）（市道2級1号線）電線共同溝及び道路詳細設計業務委託,指名競争入札,2024-06-27,2024,20487000,20487000,16313000,17345000,株式会社スリーエスコンサルタンツ 埼玉営業所,7,道路,false,0.847,0.796
本庄市,本庄市 企画財政部 財政課,本庄市役所本庁東側用地等利活用計画策定支援業務委託,指名競争入札,2024-06-19,2024,6200000,6200000,4947000,5350000,東日本総合計画株式会社 本店,7,都市計画,false,0.863,0.798
本庄市,本庄市 企画財政部 財政課,公共下水道汚水管渠詳細設計業務委託（小島工区）,指名競争入札,2024-05-30,2024,8530000,8530000,6790000,6870000,株式会社東洋コンサルタント 埼玉支店,15,下水道,false,0.805,0.796
本庄市,本庄市 企画財政部 財政課,本庄市公共下水道事業（汚水）全体計画修正外業務委託,指名競争入札,2024-05-10,2024,51560000,51560000,41103000,49000000,日本水工設計株式会社 関東事務所,8,下水道,false,0.95,0.797
本庄市,本庄市 企画財政部 財政課,本庄市道の駅基本構想策定業務委託,指名競争入札,2024-04-25,2024,12706000,12706000,10111000,10111000,セントラルコンサルタント株式会社 北関東営業所,8,道路,false,0.796,0.796
東松山市,東松山市 政策財政部 契約検査課,西本宿不燃物等埋立地浸出水処理施設中長期修繕計画策定業務,一般競争入札（ダイレクト入札）,2025-09-19,2025,6840000,6840000,5244000,5500000,株式会社東和テクノロジー 東京支店,2,都市計画,false,0.804,0.767
東松山市,東松山市 政策財政部 契約検査課,Ｒ７橋梁点検調査業務,一般競争入札（ダイレクト入札）,2025-09-19,2025,18893000,18893000,15114000,11470000,株式会社八州 北関東支社,22,橋梁,false,0.607,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ７水管橋点検業務,指名競争入札,2025-08-21,2025,4188000,4188000,,2420000,株式会社大輝 埼玉支店,6,橋梁,false,0.578,
東松山市,東松山市 政策財政部 契約検査課,Ｒ７水運用見直し基礎調査業務,指名競争入札,2025-08-01,2025,8480000,8480000,6784000,7060000,株式会社日水コン 埼玉事務所,7,測定・検査・調査,false,0.833,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ７新江川第一ポンプ場圧送管詳細設計業務,指名競争入札,2025-07-18,2025,8544000,8544000,6835000,6852000,サンコーコンサルタント株式会社 北関東支店,7,下水道,false,0.802,0.8
東松山市,東松山市 政策財政部 契約検査課,西本宿不燃物等埋立地浸出水処理施設中長期修繕計画策定業務,一般競争入札（ダイレクト入札）,2025-07-18,2025,,,,,,2,都市計画,true,,
東松山市,東松山市 政策財政部 契約検査課,Ｒ７道路照明灯点検業務,一般競争入札（ダイレクト入札）,2025-07-04,2025,9157000,9157000,7255000,7020000,株式会社長大テック 埼玉営業所,18,道路,false,0.767,0.792
東松山市,東松山市 政策財政部 契約検査課,Ｒ６松の木橋（旗立台）補修・耐震補強設計業務,一般競争入札（ダイレクト入札）,2025-07-04,2025,20170000,20170000,16136000,14200000,株式会社東洋シビル 本店,7,橋梁,false,0.704,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ７駅前西通線（箭弓町二丁目）道路・電線共同溝詳細設計業務,一般競争入札（ダイレクト入札）,2025-06-13,2025,27107000,27107000,21685000,21773000,大日本ダイヤコンサルタント株式会社 関東支社,15,道路,false,0.803,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ７路面下空洞化調査業務,一般競争入札（ダイレクト入札）,2025-05-23,2025,12408000,12408000,9858000,8199000,ジオ・サーチ株式会社 埼玉事務所,8,道路,false,0.661,0.794
東松山市,東松山市 政策財政部 契約検査課,Ｒ６ ６－４号橋（上野本）補修設計業務,一般競争入札（ダイレクト入札）,2025-04-25,2025,15335000,15335000,12267000,9640000,通信土木コンサルタント株式会社 埼玉事務所,9,橋梁,false,0.629,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６高坂駅西口駅前広場歩道橋（元宿一丁目）補修設計業務,一般競争入札（ダイレクト入札）,2025-04-25,2025,16047000,16047000,12837000,9775000,アイテックコンサルタント株式会社 北関東支店,13,橋梁,false,0.609,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６宿浦橋（石橋）補修設計業務,一般競争入札（ダイレクト入札）,2025-04-25,2025,17844000,17844000,14275000,12500000,株式会社日本設計コンサルタント 川越営業所,10,橋梁,false,0.701,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ７市道第００７２号線（高坂五丁目ほか）舗装構造調査業務,指名競争入札,2025-04-16,2025,1690000,1690000,,980000,グリーン・コンサルタント株式会社 関東営業所,5,道路,false,0.58,
東松山市,東松山市 政策財政部 契約検査課,Ｒ７ ５－１６号橋水管橋ほか（高坂一丁目ほか）実施設計業務,指名競争入札,2025-04-16,2025,7590000,7590000,6072000,6092000,株式会社日本水工コンサルタント 東松山営業所,7,橋梁,false,0.803,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６橋梁点検調査業務,一般競争入札（ダイレクト入札）,2024-09-25,2024,18797000,18797000,15037000,11290000,伸栄開発株式会社 関東支店,29,橋梁,false,0.601,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６農業用ため池基本計画策定業務,指名競争入札,2024-08-29,2024,7760000,7760000,6208000,7500000,旭工榮株式会社 本店,7,農業土木,false,0.966,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６宗門橋（岩殿）補修設計業務,指名競争入札,2024-07-23,2024,5788000,5788000,4630000,3600000,株式会社日本設計コンサルタント 川越営業所,7,橋梁,false,0.622,0.8
東松山市,東松山市 政策財政部 契約検査課,Ｒ６道路照明灯点検業務,指名競争入札,2024-07-09,2024,8604000,8604000,6813000,5180000,株式会社大輝 埼玉支店,7,道路,false,0.602,0.792
東松山市,東松山市 政策財政部 契約検査課,Ｒ６配水管布設実施設計業務,一般競争入札（ダイレクト入札）,2024-07-09,2024,19010000,19010000,15119000,15119000,共和コンサルタント株式会社 本店,9,上水道,false,0.795,0.795
東松山市,東松山市 政策財政部 契約検査課,Ｒ６水管橋点検業務,指名競争入札,2024-05-28,2024,6939000,6939000,5536000,4320000,株式会社大輝 埼玉支店,7,橋梁,false,0.623,0.798
東松山市,東松山市 政策財政部 契約検査課,Ｒ６高坂駅東口第一地区清算金決定通知書等作成業務,一般競争入札（ダイレクト入札）,2024-05-10,2024,34431000,34431000,27391000,31600000,昭和株式会社 埼玉支社,4,都市計画,false,0.918,0.796
東松山市,東松山市 政策財政部 契約検査課,Ｒ６白山沼橋水管橋（白山台ほか）架替実施設計業務,指名競争入札,2024-04-11,2024,5430000,5430000,4320000,4340000,新都市設計株式会社 川越営業所,7,橋梁,false,0.799,0.796
春日部市,春日部市 総務部 契約課,公共下水道土井排水区外２浸水被害軽減対策検討業務委託,随意契約,2026-05-15,2026,29810000,29810000,,,,1,下水道,true,,
春日部市,春日部市 総務部 契約課,公共下水道管路施設耐震診断調査（R7）業務委託,一般競争入札（ダイレクト入札）,2026-01-22,2025,30774000,30774000,21541800,24920000,株式会社ピーシーレールウェイコンサルタント 埼玉営業所,3,下水道,false,0.81,0.7
春日部市,春日部市 上下水道部 経営総務課,R7重給管緑町線（2-35）設計業務委託,一般競争入札（ダイレクト入札）,2025-10-28,2025,15970000,15970000,12398400,14970000,新日本設計株式会社 春日部営業所,5,その他,false,0.937,0.776
春日部市,春日部市 総務部 契約課,公共下水道汚水管埋設実施設計（R7）業務委託,一般競争入札（ダイレクト入札）,2025-09-03,2025,14488000,14488000,10141600,10141600,株式会社東京設計事務所 春日部事務所,6,下水道,false,0.7,0.7
春日部市,春日部市 総務部 契約課,公共下水道管路施設地震対策実施設計（R７）業務委託,一般競争入札（ダイレクト入札）,2025-09-03,2025,20850000,20850000,14595000,14595000,サンコーコンサルタント株式会社 春日部営業所,4,下水道,false,0.7,0.7
春日部市,春日部市 総務部 契約課,公共下水道草刈場幹線実施設計（R7）業務委託,一般競争入札（ダイレクト入札）,2025-09-03,2025,16004000,16004000,11202800,14900000,株式会社日産技術コンサルタント 埼玉事務所,4,下水道,false,0.931,0.7
春日部市,春日部市 総務部 契約課,めがね橋補修設計等業務委託,一般競争入札（ダイレクト入札）,2025-09-03,2025,11804000,11804000,9080889,10900000,ピーシー技研株式会社 春日部営業所,9,橋梁,false,0.923,0.769
春日部市,春日部市 総務部 契約課,樹木検査業務委託,一般競争入札（ダイレクト入札）,2025-09-03,2025,2345000,2345000,1641500,2300000,応用地質株式会社 東京事務所,1,測定・検査・調査,false,0.981,0.7
春日部市,春日部市 上下水道部 経営総務課,R7既設防護管内配水管更新（国道16号）設計業務委託,一般競争入札（ダイレクト入札）,2025-07-28,2025,6470000,6470000,4529000,4529000,新日本設計株式会社 春日部営業所,4,上水道,false,0.7,0.7
春日部市,春日部市 上下水道部 経営総務課,R7橋梁添架管（A21号橋）設計業務委託,一般競争入札（ダイレクト入札）,2025-07-28,2025,5160000,5160000,3612000,3612000,共和コンサルタント株式会社 春日部営業所,6,橋梁,false,0.7,0.7
春日部市,春日部市 総務部 契約課,公共下水道土井ポンプ場修正詳細設計業務委託,一般競争入札（ダイレクト入札）,2025-07-25,2025,19884000,19884000,15792914,19300000,新日本設計株式会社 春日部営業所,7,下水道,false,0.971,0.794
春日部市,春日部市 総務部 契約課,河川施設調査（Ｒ７）業務委託,一般競争入札（ダイレクト入札）,2025-07-25,2025,30152000,30152000,21106400,21106400,東日設計コンサルタント株式会社 北関東支店,4,河川・砂防,false,0.7,0.7
春日部市,春日部市 上下水道部 経営総務課,R7基幹重給管備後東・藤塚線（2-19）基本設計業務委託,一般競争入札（ダイレクト入札）,2025-06-20,2025,9280000,9280000,7102667,7300000,共和コンサルタント株式会社 春日部営業所,6,その他,false,0.787,0.765
春日部市,春日部市 上下水道部 経営総務課,R7都計道中央通り線設計業務委託,一般競争入札（ダイレクト入札）,2025-06-20,2025,6620000,6620000,4634000,4634000,株式会社コーセツコンサルタント 春日部事務所,3,道路,false,0.7,0.7
春日部市,春日部市 上下水道部 経営総務課,西部浄水場耐水化実施設計業務委託,一般競争入札（ダイレクト入札）,2025-06-06,2025,26970000,26970000,18879000,24200000,株式会社東洋設計事務所 春日部出張所,2,上水道,false,0.897,0.7
春日部市,春日部市 総務部 契約課,令和７年度道路橋定期点検（Ｒ６分）業務委託,一般競争入札（ダイレクト入札）,2025-06-04,2025,5669000,5669000,3968300,3968300,共和コンサルタント株式会社 春日部営業所,12,道路,false,0.7,0.7
春日部市,春日部市 総務部 契約課,令和7年度道路橋定期点検（その2）業務委託,一般競争入札（ダイレクト入札）,2025-06-04,2025,15241000,15241000,10668700,10668700,キタイ設計株式会社 春日部事務所,12,道路,false,0.7,0.7
春日部市,春日部市 総務部 契約課,令和７年度道路橋定期点検（その１）業務委託,一般競争入札（ダイレクト入札）,2025-06-04,2025,15289000,15289000,10702300,10702300,株式会社エース 春日部営業所,12,道路,false,0.7,0.7
春日部市,春日部市 上下水道部 経営総務課,Ｒ７橋梁添架管（東埼玉道路）設計業務委託,随意契約,2025-05-28,2025,7080000,7080000,,,,1,橋梁,true,,
春日部市,春日部市 総務部 契約課,倉松川逆サイホン部除塵機設備補修工事設計業務委託,随意契約,2025-05-21,2025,1330000,1330000,,,,1,設備設計,true,,
