取得日時,入札方式,調達案件名称,案件番号,開札日,年度,設計額,予定価格,調査基準価格,課所名,発注部局,落札業者名,落札金額,参加業者数,分野分類,発注方式,不調,落札率,調査価格率
2026/05/20 15:20:55,一般競争入札（ダイレクト入札）,古利根流域清久中継圧送管二条化詳細設計業務委託その２,24200149158,2024-09-05,2024,13675000,13675000,10983000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社セリオス 埼玉営業所,10983000,17,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:20:57,一般競争入札（ダイレクト入札）,古利根流域清久中継圧送管二条化詳細設計業務委託その１,24200149157,2024-09-05,2024,16042000,16042000,12883000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,共和コンサルタント株式会社 本店,12883000,18,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:20:59,一般競争入札（ダイレクト入札）,古利根流域河原井中継圧送管二条化詳細設計業務委託その２,24200149156,2024-09-05,2024,16411000,16411000,13180000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社水工技建コンサルタント 本店,13180000,17,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:21:01,指名競争入札,社資（改築）工事（道路照明施設設計業務委託）北堀工区,24000109495,2024-09-05,2024,4237000,4237000,3406000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,井田起業株式会社 本店,3980000,11,道路,指名競争入札,false,0.939,0.804
2026/05/20 15:21:03,一般競争入札（ダイレクト入札）,古利根流域河原井中継圧送管二条化詳細設計業務委託その１,24200149155,2024-09-05,2024,17467000,17467000,14027000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,三井共同建設コンサルタント株式会社 北関東事務所,14027000,18,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:21:05,指名競争入札,災害防除工事（小規模測量設計業務委託）,24000113670,2024-09-05,2024,4690000,4690000,3770000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社間正測量設計事務所 本店,4350000,11,測量,指名競争入札,false,0.928,0.804
2026/05/20 15:21:08,一般競争入札（ダイレクト入札）,社資（河川）工事（女堀川樋管詳細設計業務委託）,24000106718,2024-09-05,2024,16371000,16371000,13152000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社サンワコン 埼玉営業所,13152000,22,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:21:10,一般競争入札（ダイレクト入札）,県営公園太陽光発電設備導入事業公募要領作成等支援業務委託,24500106923,2024-09-05,2024,5396000,5396000,4333000,埼玉県 都市整備部 公園スタジアム課,都市整備部,株式会社東洋設計 埼玉支店,4357000,5,発注者支援,一般競争入札（ダイレクト入札）,false,0.807,0.803
2026/05/20 15:21:16,指名競争入札,川の再生推進工事（測量設計業務委託）６８９,24000105277,2024-09-05,2024,8398000,8398000,6681000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社技術開発コンサルタント 本店,7800000,12,測量,指名競争入札,false,0.929,0.796
2026/05/20 15:21:18,指名競争入札,４２７６自転車歩行者道整備工事（歩道詳細設計業務委託）,24000105011,2024-09-05,2024,4077000,4077000,3278000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社新日本エグザ 本店,3278000,12,道路,指名競争入札,false,0.804,0.804
2026/05/20 15:21:20,指名競争入札,４２６０橋りょう架換工事（支障物移設設計業務委託）,24000103159,2024-09-05,2024,7032000,7032000,5650000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社復建エンジニヤリング 北関東事務所,5650000,11,橋梁,指名競争入札,false,0.803,0.803
2026/05/20 15:21:22,一般競争入札（ダイレクト入札）,古利根流域栗橋中継圧送管二条化基本設計業務委託,24200149154,2024-09-05,2024,9513000,9513000,7642000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社復建技術コンサルタント 埼玉事務所,7642000,17,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:21:24,一般競争入札（ダイレクト入札）,市野川流域小川中継圧送管二条化基本設計業務委託,24200149153,2024-09-05,2024,11651000,11651000,9359000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社オリンピアコンサルタント 埼玉営業所,9359000,17,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:21:26,一般競争入札（ダイレクト入札）,橋りょう修繕工事（工事監督支援業務委託）,24100149150,2024-09-05,2024,11054000,11054000,8948000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,日本振興株式会社 埼玉事務所,8948000,6,施工監理,一般競争入札（ダイレクト入札）,false,0.809,0.809
2026/05/20 15:21:29,指名競争入札,川の再生推進工事（横瀬川測量設計業務委託）,24000119596,2024-09-04,2024,6620000,6620000,5291000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社荒川瀧石 本店,5950000,11,測量,指名競争入札,false,0.899,0.799
2026/05/20 15:21:31,随意契約,道路網構想推進業務委託（橋梁維持管理・更新システム改修）,24000117318,2024-09-04,2024,8022000,8022000,,埼玉県 県土整備部 県土整備政策課,県土整備部,,,1,橋梁,随意契約,true,,
2026/05/20 15:21:33,指名競争入札,６下大胡桃治山測量設計業務委託,24000112270,2024-09-04,2024,5570000,5570000,4458000,埼玉県 農林部 秩父農林振興センター,農林部,株式会社千島測量設計 本店,5194000,11,河川・砂防,指名競争入札,false,0.932,0.8
2026/05/20 15:21:35,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ４８～４９管渠・人孔改築基本設計業務委託,24200149115,2024-09-03,2024,11036000,11036000,8873000,埼玉県 下水道局 中川下水道事務所,下水道局,株式会社日本水工コンサルタント 関東支店,8873000,9,下水道,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:21:41,指名競争入札,自転車歩行者道整備工事（青山工区修正設計業務委託）,24000117625,2024-09-03,2024,2650000,2650000,2132000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,吉田測量設計株式会社 本店,2500000,10,道路,指名競争入札,false,0.943,0.805
2026/05/20 15:21:43,一般競争入札（ダイレクト入札）,Ｒ６首都圏自然歩道改修測量設計業務委託（伊豆ケ岳・正丸峠）,24000121309,2024-09-03,2024,7399000,7399000,5872000,埼玉県 環境部 みどり自然課,その他部局,株式会社セリオス 埼玉営業所,5872000,2,道路,一般競争入札（ダイレクト入札）,false,0.794,0.794
2026/05/20 15:21:45,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ４～５管渠・人孔改築基本設計業務委託,24200149146,2024-09-03,2024,15189000,15189000,,埼玉県 下水道局 中川下水道事務所,下水道局,共和コンサルタント株式会社 本店,12210000,8,下水道,一般競争入札（ダイレクト入札）,false,0.804,
2026/05/20 15:21:47,一般競争入札（ダイレクト入札）,右岸流域久保川幹線ほか人孔補修調査設計業務委託,24200149133,2024-09-03,2024,10056000,10056000,7986000,埼玉県 下水道局 荒川右岸下水道事務所,下水道局,共和コンサルタント株式会社 本店,8436000,11,下水道,一般競争入札（ダイレクト入札）,false,0.839,0.794
2026/05/20 15:21:50,一般競争入札（ダイレクト入札）,右岸流域新河岸川幹線人孔補修調査設計業務委託,24200149132,2024-09-03,2024,15225000,15225000,12151000,埼玉県 下水道局 荒川右岸下水道事務所,下水道局,株式会社日本水工コンサルタント 関東支店,12151000,12,下水道,一般競争入札（ダイレクト入札）,false,0.798,0.798
2026/05/20 15:21:52,一般競争入札（ダイレクト入札）,砂防維持修繕費（埼玉県砂防関係施設長寿命化計画検討業務委託）,24000109117,2024-09-03,2024,,,14516000,埼玉県 県土整備部 河川砂防課,県土整備部,日本工営株式会社 北関東事務所,14516000,14,河川・砂防,一般競争入札（ダイレクト入札）,false,,
2026/05/20 15:21:54,一般競争入札（ダイレクト入札）,砂防施設工事（砂防事業再評価業務委託）,24000103243,2024-09-03,2024,,,10276000,埼玉県 県土整備部 河川砂防課,県土整備部,株式会社ニュージェック 埼玉事務所,10276000,9,河川・砂防,一般競争入札（ダイレクト入札）,false,,
2026/05/20 15:21:56,一般競争入札（ダイレクト入札）,道路構造物維持工事（横断歩道橋定期点検業務委託その３）,24100149013,2024-09-02,2024,9069000,9069000,7293000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,東洋技研コンサルタント株式会社 埼玉営業所,7293000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:21:58,一般競争入札（ダイレクト入札）,道路構造物維持工事（横断歩道橋定期点検業務委託その２）,24100149012,2024-09-02,2024,9331000,9331000,7504000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社エース 埼玉営業所,7504000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:22:01,一般競争入札（ダイレクト入札）,道路構造物維持工事（横断歩道橋定期点検業務委託その１）,24100149011,2024-09-02,2024,10376000,10376000,8345000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社東洋シビル 本店,8345000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:22:06,随意契約,４５１０河川改修工事（新河岸川汚染土対策検討業務委託）,24100149190,2024-09-02,2024,25820000,25820000,,埼玉県 県土整備部 朝霞県土整備事務所,県土整備部,,,1,河川・砂防,随意契約,true,,
2026/05/20 15:22:08,一般競争入札（ダイレクト入札）,右岸流域新河岸川幹線ほか管渠耐震診断業務委託,24200149107,2024-09-02,2024,13302000,13302000,10687000,埼玉県 下水道局 荒川右岸下水道事務所,下水道局,株式会社協和コンサルタンツ 関東営業所,10687000,17,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:11,一般競争入札（ダイレクト入札）,埼玉県流域下水道事業官民連携における導入可能性調査業務委託,2024080801,2024-09-02,2024,32100000,32100000,25781000,埼玉県 下水道局 下水道事業課,下水道局,株式会社ＮＪＳ 関東事務所,26000000,3,下水道,一般競争入札（ダイレクト入札）,false,0.81,0.803
2026/05/20 15:22:13,指名競争入札,川再生（東川張出歩道詳細設計）,24000111430,2024-08-30,2024,6357000,6357000,5110000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,株式会社ジェーエステック 本店,5110000,11,道路,指名競争入札,false,0.804,0.804
2026/05/20 15:22:15,指名競争入札,河維修（柳瀬川護岸健全度調査）,24000100797,2024-08-30,2024,7735000,7735000,6161000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,大日本ダイヤコンサルタント株式会社 関東支社,6161000,12,河川・砂防,指名競争入札,false,0.797,0.797
2026/05/20 15:22:17,指名競争入札,河川改修工事（女堀川排水詳細設計業務委託）,24000104765,2024-08-29,2024,5339000,5339000,4292000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,井田起業株式会社 本店,5000000,12,河川・砂防,指名競争入札,false,0.937,0.804
2026/05/20 15:22:19,一般競争入札（ダイレクト入札）,河川改修工事（金鑚橋耐震補強詳細設計業務委託）,24000101086,2024-08-29,2024,11152000,11152000,8958000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社ＣＰＣ 埼玉事務所,8958000,30,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:22,随意契約,河川改修工事（水位予測システム更新業務委託）,24000115455,2024-08-29,2024,7797000,7797000,,埼玉県 県土整備部 総合治水事務所,県土整備部,,,1,河川・砂防,随意契約,true,,
2026/05/20 15:22:24,一般競争入札（ダイレクト入札）,市野川流域滑川幹線ＭＰ圧送管二条化詳細設計業務委託,24200149063,2024-08-29,2024,9374000,9374000,7531000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社新日本エグザ 本店,7531000,23,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:26,一般競争入札（ダイレクト入札）,荒上流域寄居中継圧送管二条化詳細設計業務委託その２,24200149065,2024-08-29,2024,12017000,12017000,9653000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日本水工コンサルタント 関東支店,9653000,20,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:32,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その１）,24100148963,2024-08-29,2024,15407000,15407000,12405000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,東洋技研コンサルタント株式会社 埼玉営業所,12405000,29,橋梁,一般競争入札（ダイレクト入札）,false,0.805,0.805
2026/05/20 15:22:34,一般競争入札（ダイレクト入札）,荒上流域寄居中継圧送管二条化詳細設計業務委託その１,24200149064,2024-08-29,2024,15990000,15990000,12842000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社吹上技研コンサルタント さいたま営業所,12842000,22,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:36,一般競争入札（ダイレクト入札）,総合交付金（改築）工事（行田蓮田線・軟弱地盤解析業務委託）,24000101748,2024-08-29,2024,12560000,12560000,10048000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,東洋技研コンサルタント株式会社 埼玉営業所,10048000,25,地質・地盤,一般競争入札（ダイレクト入札）,false,0.8,0.8
2026/05/20 15:22:38,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ４０～吐出槽管渠改築実施設計業務委託,24200148874,2024-08-28,2024,10862000,10862000,8731000,埼玉県 下水道局 中川下水道事務所,下水道局,株式会社オリンピアコンサルタント 埼玉営業所,8743000,12,下水道,一般競争入札（ダイレクト入札）,false,0.805,0.804
2026/05/20 15:22:40,一般競争入札（ダイレクト入札）,南部流域鴨川幹線ほか人孔等修繕実施設計業務委託,24200149070,2024-08-28,2024,10666000,10666000,8568000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,シーエスコンサルタント株式会社 本店,8568000,16,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:43,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ３９～４０管渠改築実施設計業務委託,24200149002,2024-08-28,2024,13509000,13509000,,埼玉県 下水道局 中川下水道事務所,下水道局,株式会社エース 埼玉営業所,10898000,12,下水道,一般競争入札（ダイレクト入札）,false,0.807,
2026/05/20 15:22:45,一般競争入札（ダイレクト入札）,令和６年度埼玉県都市計画見直し検討業務委託,10B00R60805,2024-08-28,2024,11242000,11242000,9024000,埼玉県 都市整備部 都市計画課,都市整備部,大日本ダイヤコンサルタント株式会社 関東支社,9024000,16,都市計画,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:47,一般競争入札（ダイレクト入札）,北部流域元荒川幹線流量計改築実施設計業務委託,24200149006,2024-08-27,2024,12500000,12500000,10041000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社三水コンサルタント 埼玉事務所,10041000,6,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:22:49,指名競争入札,南部流域三崎中継ほか電気設備改築設計業務委託,24200149026,2024-08-27,2024,6229000,6229000,5006000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,株式会社日新技術コンサルタント 埼玉出張所,6220000,11,設備設計,指名競争入札,false,0.999,0.804
2026/05/20 15:22:51,一般競争入札（ダイレクト入札）,浸出水下水道放流施設監視制御設備改築実施設計業務委託,20240801,2024-08-26,2024,13800000,13800000,11093000,埼玉県 環境部 環境整備センター,その他部局,株式会社建設技術研究所 関東事務所,13524000,5,下水道,一般競争入札（ダイレクト入札）,false,0.98,0.804
2026/05/20 15:22:57,一般競争入札（ダイレクト入札）,河改（工事監督支援）３,24000096191,2024-08-26,2024,11988000,11988000,9704000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,株式会社高島テクノロジーセンター 埼玉営業所,9704000,2,施工監理,一般競争入札（ダイレクト入札）,false,0.809,0.809
2026/05/20 15:22:59,指名競争入札,河川改修（水辺）工事（九十九川・安藤川護岸測量設計業務委託）,24000096309,2024-08-23,2024,9018000,9018000,7182000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,高瀬測量設計株式会社 本店,8380000,12,河川・砂防,指名競争入札,false,0.929,0.796
2026/05/20 15:23:01,指名競争入札,橋りょう修繕工事（徒歩橋側道橋補修設計業務委託）,24000098754,2024-08-23,2024,7930000,7930000,6373000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,株式会社なドマン技術研究所 本店,6373000,12,橋梁,指名競争入札,false,0.804,0.804
2026/05/20 15:23:03,指名競争入札,荒川右岸流域下水道事業計画変更業務委託,24200148999,2024-08-23,2024,16380000,16380000,13171000,埼玉県 下水道局 荒川右岸下水道事務所,下水道局,中日本建設コンサルタント株式会社 北関東事務所,13171000,19,下水道,指名競争入札,false,0.804,0.804
2026/05/20 15:23:06,一般競争入札（ダイレクト入札）,６八徳治山測量設計業務委託,24000099593,2024-08-22,2024,12110000,12110000,9673000,埼玉県 農林部 川越農林振興センター,農林部,,,2,河川・砂防,一般競争入札（ダイレクト入札）,true,,0.799
2026/05/20 15:23:08,指名競争入札,自歩道整備工事（歩道詳細設計業務委託）二ノ宮工区,24000099443,2024-08-22,2024,6827000,6827000,5488000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社間瀬コンサルタント 北関東営業所,5488000,12,道路,指名競争入札,false,0.804,0.804
2026/05/20 15:23:10,一般競争入札（ダイレクト入札）,４２６８河川改修工事（第二大場川橋梁架換概略設計業務委託その２）,24100148988,2024-08-22,2024,12641000,12641000,10156000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社建設技術研究所 関東事務所,10156000,27,橋梁,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:12,指名競争入札,６大名栗線森林管理道改良測量設計業務委託,24000096481,2024-08-22,2024,2090000,2090000,1662000,埼玉県 農林部 川越農林振興センター,農林部,株式会社ランド佐藤技術士事務所 本店,1900000,10,農林土木,指名競争入札,false,0.909,0.795
2026/05/20 15:23:14,一般競争入札（ダイレクト入札）,４２６７河川改修工事（第二大場川橋梁架換概略設計業務委託その１）,24100148987,2024-08-22,2024,12641000,12641000,10156000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,アジア航測株式会社 埼玉支店,10156000,27,橋梁,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:17,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その２）,24000092251,2024-08-22,2024,13552000,13552000,10898000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,新日本設計株式会社 関東事務所,10898000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:23:22,一般競争入札（ダイレクト入札）,４２６９河川改修工事（毛長川河道概略設計業務委託）,24000096602,2024-08-22,2024,9522000,9522000,7649000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社テイコク さいたま営業所,7649000,14,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:24,指名競争入札,６芳延治山測量設計業務委託,24000099655,2024-08-22,2024,5300000,5300000,4242000,埼玉県 農林部 川越農林振興センター,農林部,株式会社ランド佐藤技術士事務所 本店,4940000,10,河川・砂防,指名競争入札,false,0.932,0.8
2026/05/20 15:23:27,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その１）,24000092223,2024-08-22,2024,14665000,14665000,11793000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,株式会社協和コンサルタンツ 関東営業所,11793000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:23:29,指名競争入札,６荒右左設第１号用水計画検討業務委託,24000102168,2024-08-22,2024,6740000,6740000,5412000,埼玉県 農林部 大里農林振興センター,農林部,旭工榮株式会社 本店,6400000,11,農林土木,指名競争入札,false,0.95,0.803
2026/05/20 15:23:31,一般競争入札（ダイレクト入札）,６島設第１号ほ場整備実施設計業務委託,24000098556,2024-08-22,2024,16530000,16530000,13272000,埼玉県 農林部 東松山農林振興センター,農林部,株式会社地域環境エンジニアリング 本店,14400000,6,農業土木,一般競争入札（ダイレクト入札）,false,0.871,0.803
2026/05/20 15:23:33,一般競争入札（ダイレクト入札）,南部流域日進中継耐震補強設計業務委託,24200148970,2024-08-21,2024,16032000,16032000,12876000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,株式会社新日本エグザ 本店,12876000,6,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:35,指名競争入札,砂防施設工事（金山沢測量設計業務委託）,24000102379,2024-08-21,2024,8426000,8426000,6708000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社南建設 本店,7630000,12,河川・砂防,指名競争入札,false,0.906,0.796
2026/05/20 15:23:37,指名競争入札,６太田部峠２号線森林道改良測量設計業務委託,24000098655,2024-08-21,2024,1750000,1750000,1401000,埼玉県 農林部 秩父農林振興センター,農林部,株式会社荒川瀧石 本店,1630000,10,農林土木,指名競争入札,false,0.931,0.801
2026/05/20 15:23:40,一般競争入札（ダイレクト入札）,６治山施設点検業務委託,24000098523,2024-08-21,2024,13610000,13610000,10927000,埼玉県 農林部 秩父農林振興センター,農林部,明治コンサルタント株式会社 埼玉営業所,10927000,9,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:42,一般競争入札（ダイレクト入札）,４２６３社資交付金（河川）工事（第二大場川樋管詳細設計業務委託その３）,24100148944,2024-08-20,2024,13296000,13296000,10683000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,開発虎ノ門コンサルタント株式会社 埼玉事務所,10683000,28,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:47,一般競争入札（ダイレクト入札）,４２６２社資交付金（河川）工事（第二大場川樋管詳細設計業務委託その２）,24100148943,2024-08-20,2024,13296000,13296000,10683000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社アイ・ディー・エー 埼玉営業所,10683000,28,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:50,一般競争入札（ダイレクト入札）,４２６１社資交付金（河川）工事（第二大場川樋管詳細設計業務委託その１）,24100148942,2024-08-20,2024,13296000,13296000,10683000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社オオバ 北関東支店,10683000,28,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:52,一般競争入札（ダイレクト入札）,総委重）道路改築工事（道路予備設計業務委託）,24000051587,2024-08-19,2024,36779000,36779000,29538000,埼玉県 総務部 入札課,その他部局,株式会社綜合技術コンサルタント 埼玉事務所,29538000,6,道路,総合評価,false,0.803,0.803
2026/05/20 15:23:54,一般競争入札（ダイレクト入札）,空家等対策の推進に関する特別措置法の改正に係る業務マニュアル整備業務委託,6001,2024-08-14,2024,5993000,5993000,4811000,埼玉県 都市整備部 建築安全課,都市整備部,株式会社サンワコン 埼玉営業所,4811000,1,その他,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:56,一般競争入札（ダイレクト入札）,０２４大委第２０－１号 西部系ろ過池覆蓋化検討業務委託,24100148814,2024-08-09,2024,17790000,17790000,14282000,埼玉県 企業局 大久保浄水場,企業局,株式会社東京設計事務所 関東事務所,14282000,4,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:23:58,一般競争入札（ダイレクト入札）,地盤沈下・地下水位観測所テレメーターシステム更新業務,20240722,2024-08-09,2024,6104000,6104000,5493000,埼玉県 環境部 水環境課,その他部局,埼玉田中電気株式会社 本店,5800000,3,地質・地盤,一般競争入札（ダイレクト入札）,false,0.95,0.9
2026/05/20 15:24:00,指名競争入札,社資（改築）工事（中央分離帯等設計業務委託）北堀工区,24000092802,2024-08-08,2024,8650000,8650000,6867000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,井田起業株式会社 本店,8200000,12,道路,指名競争入札,false,0.948,0.794
2026/05/20 15:24:03,指名競争入札,橋りょう修繕工事（安房沢橋補修設計業務委託）,24000093465,2024-08-08,2024,7622000,7622000,6124000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,大日コンサルタント株式会社 埼玉事務所,6124000,13,橋梁,指名競争入札,false,0.803,0.803
2026/05/20 15:24:05,指名競争入札,橋りょう修繕工事（登仙橋補修設計業務委託）,24000093453,2024-08-08,2024,8677000,8677000,6971000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,アイテックコンサルタント株式会社 北関東支店,6971000,13,橋梁,指名競争入札,false,0.803,0.803
2026/05/20 15:24:07,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁詳細点検業務委託）その１,24100148914,2024-08-08,2024,13844000,13844000,11146000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,中日本建設コンサルタント株式会社 北関東事務所,11146000,42,橋梁,一般競争入札（ダイレクト入札）,false,0.805,0.805
2026/05/20 15:24:15,一般競争入札（ダイレクト入札）,４２７３道路構造物維持工事（橋梁点検業務委託）,24000089496,2024-08-08,2024,9516000,9516000,7663000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,東洋技研コンサルタント株式会社 埼玉営業所,7663000,36,橋梁,一般競争入札（ダイレクト入札）,false,0.805,0.805
2026/05/20 15:24:17,一般競争入札（ダイレクト入札）,４２７２道路構造物維持工事（橋梁点検業務委託）,24000091060,2024-08-08,2024,13196000,13196000,10628000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,ジーアンドエスエンジニアリング株式会社 埼玉営業所,10628000,37,橋梁,一般競争入札（ダイレクト入札）,false,0.805,0.805
2026/05/20 15:24:19,一般競争入札（ダイレクト入札）,河川改修工事（小林調節池・Ⅰ池擁壁詳細設計業務委託）,24000091184,2024-08-08,2024,14215000,14215000,11420000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,株式会社スリーエスコンサルタンツ 埼玉営業所,11420000,12,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:24:22,一般競争入札（ダイレクト入札）,社資交付金（河川）工事（第Ⅱ期・護岸詳細設計業務委託その５）,24000078303,2024-08-08,2024,17343000,17343000,13932000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,第一復建株式会社 埼玉事務所,13932000,27,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:24:24,一般競争入札（ダイレクト入札）,社資交付金（河川）工事（第Ⅱ期・護岸詳細設計業務委託その４）,24000076299,2024-08-08,2024,17343000,17343000,13932000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,株式会社吹上技研コンサルタント さいたま営業所,13932000,28,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:24:26,指名競争入札,道路構造物維持工事（トンネル定期点検業務委託）,24100148960,2024-08-07,2024,8296000,8296000,6673000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,基礎地盤コンサルタンツ株式会社 北関東支店,6673000,12,トンネル,指名競争入札,false,0.804,0.804
2026/05/20 15:24:28,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋りょう詳細点検業務委託その２）,24100148886,2024-08-07,2024,10971000,10971000,8837000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,サンコーコンサルタント株式会社 北関東支店,8837000,53,橋梁,一般競争入札（ダイレクト入札）,false,0.805,0.805
2026/05/20 15:24:31,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋りょう詳細点検業務委託その４）,24100148885,2024-08-07,2024,11683000,11683000,9415000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社ジェーエステック 本店,9415000,51,橋梁,一般競争入札（ダイレクト入札）,false,0.806,0.806
